iter	Recall	Logloss
878	0.8267949667	0.4542084779
879	0.8267949667	0.454170326
880	0.8275351591	0.4541013034
881	0.8275351591	0.4540666042
882	0.8275351591	0.4540380044
883	0.8275351591	0.4539578913
884	0.8275351591	0.4539349073
885	0.8275351591	0.4539207845
886	0.8275351591	0.4538720359
887	0.8275351591	0.4538316936
888	0.8275351591	0.4537870157
889	0.8275351591	0.4537494219
890	0.8275351591	0.4537125473
891	0.8275351591	0.4536697672
892	0.8275351591	0.4536253095
893	0.8275351591	0.453592685
894	0.8275351591	0.453533598
895	0.8275351591	0.4534928685
896	0.8275351591	0.453471304
897	0.8275351591	0.4534105711
898	0.8275351591	0.4533658498
899	0.8275351591	0.4533369758
900	0.8275351591	0.4532988279
901	0.8275351591	0.4532492352
902	0.8275351591	0.4531984291
903	0.8275351591	0.4531741378
904	0.8275351591	0.4531357704
905	0.8275351591	0.4530992499
906	0.8275351591	0.4530578135
907	0.8275351591	0.4530241995
908	0.8275351591	0.4529995071
909	0.8275351591	0.4529676445
910	0.8282753516	0.4529200501
911	0.8282753516	0.4528904526
912	0.8282753516	0.4528512808
913	0.8282753516	0.4527945465
914	0.8282753516	0.4527535655
915	0.8282753516	0.4527078441
916	0.8282753516	0.4526702257
917	0.8282753516	0.4526438982
918	0.8282753516	0.4526135609
919	0.8282753516	0.4525394166
920	0.8282753516	0.4525050531
921	0.8282753516	0.4524603645
922	0.8282753516	0.4524183413
923	0.8282753516	0.4523783247
924	0.8282753516	0.4523453694
925	0.8282753516	0.4523120548
926	0.8282753516	0.4522775328
927	0.8282753516	0.452227182
928	0.8282753516	0.4521956763
929	0.8282753516	0.452157334
930	0.8282753516	0.4521220598
931	0.8282753516	0.4520677362
932	0.8282753516	0.4520381439
933	0.8282753516	0.4520105997
934	0.8282753516	0.4519612605
935	0.8282753516	0.4519193233
936	0.8282753516	0.4518923531
937	0.8282753516	0.4518558814
938	0.8282753516	0.4518181728
939	0.8282753516	0.45178863
940	0.8282753516	0.4517368033
941	0.8282753516	0.4517049447
942	0.829015544	0.4516407483
943	0.829015544	0.4516046679
944	0.829015544	0.4515510562
945	0.829015544	0.4514988562
946	0.829015544	0.4514707025
947	0.8297557365	0.451417438
948	0.8304959289	0.4513903561
949	0.8304959289	0.4513616074
950	0.8297557365	0.4512999071
951	0.8297557365	0.4512698996
952	0.8297557365	0.4512382025
953	0.8304959289	0.4511949267
954	0.8304959289	0.4511635565
955	0.8304959289	0.4511160659
956	0.8304959289	0.4510824142
957	0.8304959289	0.4510407932
958	0.8304959289	0.450986416
959	0.8304959289	0.4509500806
960	0.8304959289	0.4509182617
961	0.8304959289	0.4508777742
962	0.8304959289	0.4508277931
963	0.8304959289	0.4507776461
964	0.8304959289	0.4507247332
965	0.8304959289	0.4506759305
966	0.8304959289	0.4506204674
967	0.8304959289	0.4505875751
968	0.8304959289	0.4505501926
969	0.8304959289	0.4505107168
970	0.8304959289	0.4504696473
971	0.8304959289	0.4504436561
972	0.8304959289	0.4503943842
973	0.8304959289	0.4503614886
974	0.8304959289	0.4503217523
975	0.8304959289	0.4502905179
976	0.8304959289	0.4502597681
977	0.8304959289	0.4502133426
978	0.8304959289	0.4501745264
979	0.8304959289	0.4501239395
980	0.8304959289	0.450094154
981	0.8304959289	0.4500564221
982	0.8304959289	0.4500223668
983	0.8304959289	0.4499879428
984	0.8304959289	0.449961484
985	0.8304959289	0.4499166523
986	0.8304959289	0.4498438678
987	0.8304959289	0.4498138034
988	0.8304959289	0.4497823935
989	0.8304959289	0.4497575208
990	0.8304959289	0.4497256597
991	0.8304959289	0.4496655304
992	0.8304959289	0.4496304004
993	0.8304959289	0.4495874078
994	0.8304959289	0.4495393436
995	0.8304959289	0.4495072577
996	0.8304959289	0.4494710322
997	0.8304959289	0.4494384481
998	0.8304959289	0.4494043265
999	0.8304959289	0.4493628677
